Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
Novel Characters,This Bronte heroine discovers that her intended husband already has a wife & she's insane,Jane Eyre,Judy Weightman,False,False,$200,False,2,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
World History,In 1793 this country proclaimed a new revolutionary calendar with every 10th day a holiday,France,Jim Kitchel,False,False,$400,False,12,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Famous Belas,Bela Kun was one of the founders of this party in Hungary,the Communist,Judy Weightman,False,False,$400,False,9,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
National Memorials,"This 555-foot, 5 1/8-inch tall structure has a 9-inch solid aluminum tip",the Washington Monument,Lee Sebel,False,False,$400,False,10,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Theatre,"In the original production of ""Minnie's Boys"", Shelley Winters played the mother of this comedy team",the Marx Brothers,Judy Weightman,False,False,$400,False,19,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Wines & Spirits,New South Wales was this country's first wine-producing region,Australia,Jim Kitchel,False,False,$400,False,25,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Novel Characters,"Cedric wants Rowena to marry Athelstane, who has royal blood, in this Sir Walter Scott novel",Ivanhoe,Judy Weightman,False,False,$400,False,3,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
World History,A 1948 defense pact among 5 European nations led to the creation of this expanded alliance in 1949,NATO,Lee Sebel,False,False,$600,False,13,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Famous Belas,Columbia Univ. commissioned this composer to transcribe a collection of Yugoslav songs,Bela Bartok,Jim Kitchel,False,False,$600,False,14,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
National Memorials,"A memorial 10 miles east of this Pennsylvania city commemorates an 1889 flood that killed 2,200",Johnstown,Jim Kitchel,False,False,$600,False,11,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Theatre,This Michael Bennett musical received the 1976 Pulitzer Prize in Drama,A Chorus Line,Judy Weightman,False,False,$600,False,20,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Wines & Spirits,This whisky gets its smoky flavor when the malted barley is cured over burning peat,Scotch,Lee Sebel,False,False,$600,False,26,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Novel Characters,This Daniel Defoe heroine has many liaisons & even marries her own brother by mistake,Moll Flanders,Judy Weightman,False,False,$600,False,4,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
World History,Around 1400 B.C. a fire on Crete destroyed this Minoan city & its great palace,Knossos,Jim Kitchel,False,False,"$2,000",True,15,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Famous Belas,This trainer discovered Nadia Comaneci when she was 6,Bela Karolyi,Judy Weightman,False,False,$800,False,18,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
National Memorials,A memorial shaft of granite atop this state's Kill Devil Hill honors the Wright brothers' achievements,North Carolina,Jim Kitchel,False,False,$800,False,22,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Theatre,In 1991 Martin Sheen starred in a revival of this Arthur Miller play about the Salem witch trials,The Crucible,Jim Kitchel,False,False,$800,False,21,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Wines & Spirits,"Calvados is a fine brandy made from this fruit, not from grapes",apples,Lee Sebel,False,False,$800,False,29,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Novel Characters,Charles Darnay is a nephew of the wicked Marquis de St. Evremonde in this Dickens novel,A Tale of Two Cities,Judy Weightman,False,False,"$2,000",True,5,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
World History,"After defying orders to return to Portugal, Pedro I granted independence to this country",Brazil,Judy Weightman,False,False,$1000,False,16,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Famous Belas,"Bela Pratt sculpted  the Whaleman Statue for this ""New"" Massachusetts city on Buzzard's Bay",New Bedford,Judy Weightman,False,False,$1000,False,27,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
National Memorials,A nat'l memorial to this religious dissenter lies at the Rhode Island site where he settled in the 17th c.,Roger Williams,Jim Kitchel,False,False,$1000,False,23,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Theatre,"'Waiting for Lefty"" by Clifford Odets concerns an impending strike of these workers",taxi drivers,Judy Weightman,False,False,$1000,False,28,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Wines & Spirits,"Some of this Norwegian ""water of life"" ts shipped to the Southern Hemisphere & back to mellow it",akevitt,Lee Sebel,False,False,$1000,False,30,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Novel Characters,"This title character is talking to Trampas when he says, ""When you call me that, smile!""",The Virginian,Judy Weightman,False,False,$1000,False,6,Show #2161,"Monday, January 17, 1994",Double Jeopardy! Round
Rivers,This South American river drains about 5% of the Earth's total land area,the Amazon,David Kipen,False,False,$100,False,26,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Silent Movies,Rudolph Valentino played a desert prince in this 1921 film in which he received second billing,The Sheik,Judy Weightman,False,False,$100,False,8,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Medicine,Some doctors say that drinking coffee containing this stimulant can reduce the risk of asthma,caffeine,Dolores Kass,False,False,$100,False,21,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Books & Authors,"John Norton, quartermaster of this ship is set adrift with Capt. Bligh in a Nordhoff & Hall work",the Bounty,Judy Weightman,False,False,$100,False,1,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Holidays & Observances,Probably the best-known festivals of this holiday are the ones in New Orleans & Rio de Janeiro,Mardi Gras,Dolores Kass,False,False,$100,False,6,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
"File Under ""H""","Someone who speaks nonsense is said to be ""talking through"" this fashion accessory",his hat,David Kipen,False,False,$100,False,12,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Rivers,"William Shakespeare's Stratford in on this river, a tributary of the Severn",the Avon,Dolores Kass,False,False,$200,False,27,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Silent Movies,"The Beverly Hills home of this cowboy star of ""Twisted Trails"" had a neon ""TM"" on the roof",Tom Mix,David Kipen,False,False,$200,False,13,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Medicine,Coronary thrombosis refers to the formation of one of these in a coronary artery,a blood clot,Dolores Kass,False,False,$200,False,22,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Books & Authors,"Umberto Eco's novel ""Il Nome Della Rosa"" was published under this title in English",The Name of the Rose,David Kipen,False,False,$200,False,2,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Holidays & Observances,"Some conservative Muslims oppose celebrating Mawlid an-Nabi, the birthday of this prophet",Muhammad,David Kipen,False,False,$200,False,7,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
"File Under ""H""","This ""canine"" term means to pursue relentlessly, like a hunting dog",to hound,David Kipen,False,False,$200,False,16,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Rivers,The Adige River begins in the Alps & enters this sea about 15 miles south of Venice,the Adriatic,Judy Weightman,False,False,$300,False,28,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Silent Movies,"This 1925 Lon Chaney movie, in which he played a disfigured composer, had several scenes in color",Phantom of the Opera,Dolores Kass,False,False,$300,False,14,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Medicine,"Otalgia is the medical term for this type of ""ache"" & an otalgic is a remedy for it",an earache,Dolores Kass,False,False,$300,False,23,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Books & Authors,"Though he lived until 1961, he didn't complete another novel until after 1934's ""The Thin Man""",Dashiell Hammett,David Kipen,False,False,$300,False,3,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Holidays & Observances,This November U.S. holiday is called Remembrance Day in Canada,Veterans Day,Dolores Kass,False,False,$300,False,9,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
"File Under ""H""","In England this kind of ""tea"" is a substantial meal, served around 6 o'clock",high tea,Judy Weightman,False,False,$300,False,17,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Rivers,The Amur River in Central Asia forms part of Russia's border with this country,China,David Kipen,False,False,$400,False,29,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Silent Movies,In 1942 Charlie Chaplin added his spoken narration to this 1925 film set in Alaska,The Gold Rush,Judy Weightman,False,False,$400,False,15,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Medicine,About 1 out of every 4 sports injuries involves this joint that acts as a lever & shock absorber,a knee,Dolores Kass,False,False,$400,False,24,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Books & Authors,"His novel ""Far From the Madding Crowd"" was first published as a serial in Cornhill Magazine",Thomas Hardy,David Kipen,False,False,$400,False,4,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Holidays & Observances,"Presidents' Day combines George Washington's birthday, February 22,  with this date, Abraham Lincoln's",February 12th,Judy Weightman,False,False,$400,False,10,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
"File Under ""H""","This Central American country has no active volcanoes, though its neighbors do",Honduras,David Kipen,False,False,$400,False,18,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Rivers,This river joins the Monongahela at Pittsburgh to form the Ohio,the Allegheny,,False,False,"$1,100",True,30,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Silent Movies,"This ""Birth of a Nation"" director wrote some screenplays under the pseudonym Irene Sinclair",D.W. Griffith,David Kipen,False,False,$500,False,19,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Medicine,This condition that often afflicts the elderly is also known as degenerative joint disease,arthritis,Dolores Kass,False,False,$500,False,25,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Books & Authors,"With Sigmund Freud, this physicist wrote ""Why War?"", published by The League of Nations",(Albert) Einstein,Judy Weightman,False,False,$500,False,5,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Holidays & Observances,"Since 1978 these relatives have been honored with a national holiday, the Sunday after Labor Day",grandparents,Judy Weightman,False,False,$500,False,11,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
"File Under ""H""",This word that refers to affected dramatic behavior is of Etruscan origin,histrionic,David Kipen,False,False,$500,False,20,Show #2162,"Tuesday, January 18, 1994",Jeopardy! Round
Colonial America,This Quaker was disappointed that the land in his original 1681 grant lacked a coastline,William Penn,Dolores Kass,False,False,$200,False,23,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
Sports,In April 1993 San Francisco 49er quarterback Joe Montana was traded to this Kansas City team,the Chiefs,Judy Weightman,False,False,$200,False,1,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
Rulers,In 1206 a great assembly  kuriltai confirmed his role as leader of the Mongols,Genghis Khan,David Kipen,False,False,$200,False,11,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
Music,An octet is a composition for this many instruments or voices,eight,Dolores Kass,False,False,$200,False,2,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
Inventors Hall Of Fame,Frank B. Colton is included for developing   this birth control method introduced tn 1960,the pill,Judy Weightman,False,False,$200,False,14,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
Sauces,Sauce Albert is a rich form of this pungent sauce that's served with roast beef,horseradish,,True,False,$200,False,19,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
Colonial America,Its old name was New Netherland,New York,Dolores Kass,False,False,$400,False,24,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
Sports,This Dodgers manager leads all active National League managers in games won,Tommy Lasorda,David Kipen,False,False,$400,False,3,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
Rulers,"John III Sobieski, the elective king of this country, turned back the Turks at Vienna in 1633",Poland,Dolores Kass,False,False,$400,False,12,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
Music,Some types of this instrument are end-blown & some are side-blown or transverse,a flute,Judy Weightman,False,False,$400,False,7,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
Inventors Hall Of Fame,He plowed right into the hall with his plow,(John) Deere,Dolores Kass,False,False,$400,False,15,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
Sauces,This spice gives Hungarian sauce its pinkish tinge,paprika,Judy Weightman,False,False,$400,False,20,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
Colonial America,This colony was founded partly as a buffer between Spanish Florida & the other English colonies,Georgia,Dolores Kass,False,False,$600,False,25,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
Sports,This third leg of horse racing's Triple Crown is the oldest of the 3 races,the Belmont,Dolores Kass,False,False,$600,False,4,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
Rulers,"Around 500 B.C. Vijaya, a prince from India, invaded this nearby island & set up the Sinhalese Dynasty",Sri Lanka,Judy Weightman,False,False,$600,False,13,Show #2162,"Tuesday, January 18, 1994",Double Jeopardy! Round
